date,mean temperature (degC)
21/4/2019,17.47391304
22/4/2019,19.32608696
23/4/2019,20.20434783
24/4/2019,20.82608696
25/4/2019,21.72608696
26/4/2019,21.25833333
27/4/2019,21.09166667
28/4/2019,21.65416667
29/4/2019,21.34583333
30/4/2019,18.43043478
1/5/2019,16.71666667
2/5/2019,16.325
3/5/2019,18.35833333
4/5/2019,20.60416667
5/5/2019,21.05833333
6/5/2019,20.14583333
7/5/2019,18.12083333
8/5/2019,18.30833333
9/5/2019,17.35217391
10/5/2019,17.13478261
11/5/2019,16.89166667
12/5/2019,17
13/5/2019,17.1826087
14/5/2019,18.2125
15/5/2019,19.37083333
16/5/2019,17.9375
17/5/2019,15.30833333
18/5/2019,14.1875
19/5/2019,15.62916667
20/5/2019,17.75416667
21/5/2019,18.24583333
22/5/2019,18.99166667
23/5/2019,19.4625
24/5/2019,18.37083333
25/5/2019,17.775
26/5/2019,17.43181818
27/5/2019,17.85416667
28/5/2019,17.56666667
29/5/2019,17.5125
30/5/2019,17.79545455
31/5/2019,18.04583333
1/6/2019,16.4625
2/6/2019,16.15217391
3/6/2019,16.0625
4/6/2019,15.925
5/6/2019,15.80833333
6/6/2019,16.76956522
7/6/2019,15.48333333
8/6/2019,15.49583333
9/6/2019,15.27083333
10/6/2019,15.52608696
11/6/2019,14.975
12/6/2019,14.74166667
13/6/2019,15.0875
14/6/2019,15.17916667
15/6/2019,15.3625
16/6/2019,15.55
17/6/2019,14.96666667
18/6/2019,14.34583333
19/6/2019,13.975
20/6/2019,14.25
21/6/2019,16.69166667
22/6/2019,17.40416667
23/6/2019,17.225
24/6/2019,16.2625
25/6/2019,16.3125
26/6/2019,16.77916667
27/6/2019,16.68333333
28/6/2019,13.7625
29/6/2019,13.17391304
30/6/2019,14.5826087
1/7/2019,15.3625
2/7/2019,15.62083333
3/7/2019,15.93333333
4/7/2019,16.95833333
5/7/2019,14.66086957
6/7/2019,13.5125
7/7/2019,14.55833333
8/7/2019,15.11666667
9/7/2019,14.97083333
10/7/2019,15.51666667
11/7/2019,15.30416667
12/7/2019,14.90416667
13/7/2019,15.1375
14/7/2019,14.45
15/7/2019,14.42608696
16/7/2019,14.29583333
17/7/2019,14.86086957
18/7/2019,14.975
19/7/2019,15.69583333
20/7/2019,15.15416667
21/7/2019,15.27916667
22/7/2019,15.19583333
23/7/2019,14.95416667
24/7/2019,15.91304348
25/7/2019,15.76956522
26/7/2019,14.82916667
27/7/2019,16.15
28/7/2019,16
29/7/2019,15.45833333
30/7/2019,16.24583333
31/7/2019,16.34583333
