date,mean temperature (degC),site number,site name,Latitude,Longitude,Locality,State
2009-12-08,25.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-09,25.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-10,26.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-11,26.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-12,29.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-13,32.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-14,34.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-15,33.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-16,31.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-17,28.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-18,31.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-19,32.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-20,33.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-21,34.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-22,32.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-23,30.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-24,28.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-25,31.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-26,33.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-27,33.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-28,33.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-29,35.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-30,31.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2009-12-31,32.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-01,32.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-02,33.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-03,33.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-04,34.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-05,36.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-06,35.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-07,37.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-08,36.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-09,37.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-10,37.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-11,34.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-12,32.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-13,32.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-14,33.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-15,35.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-16,35.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-17,34.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-18,33.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-19,34.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-20,35.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-21,31.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-22,32.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-23,35.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-24,33.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-25,31.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-26,33.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-27,35.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-28,36.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-29,34.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-30,36.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-01-31,34.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-01,37.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-02,34.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-03,30.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-04,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-05,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-06,32.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-07,29.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-08,32.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-09,32.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-10,31.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-11,32.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-12,34.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-13,33.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-14,36.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-15,35.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-16,33.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-17,33.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-18,36.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-19,37.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-20,36.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-21,34.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-22,32.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-23,34.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-24,35.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-25,34.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-26,34.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-27,34.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-02-28,31.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-01,31.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-02,30.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-03,30.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-04,31.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-05,28.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-06,25.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-07,26.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-08,27.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-09,28.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-10,28.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-11,30.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-12,31.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-13,30.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-14,31.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-15,32.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-16,27.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-17,27.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-18,28.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-19,30.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-20,29.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-21,25.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-22,26.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-23,30.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-24,32.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-25,32.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-26,31.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-27,32.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-28,27.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-29,27.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-30,28.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-03-31,32.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-01,32.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-02,28.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-03,25.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-04,22.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-05,21.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-06,24.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-07,19.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-08,20.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-09,23.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-10,24.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-11,22.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-12,25.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-13,25.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-14,24.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-15,24.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-16,24.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-17,26.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-18,31.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-19,29.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-20,30.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-21,28.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-22,29.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-23,27.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-24,26.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-25,26.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-26,25.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-27,22.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-28,22.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-29,24.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-04-30,25.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-01,23.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-02,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-03,24.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-04,24.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-05,23.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-06,22.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-07,20.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-08,21.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-09,20.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-10,20.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-11,20.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-12,22.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-13,18.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-14,13.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-15,12.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-16,14.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-17,17.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-18,19.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-19,17.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-20,18.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-21,21.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-22,17.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-23,16.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-24,14.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-25,14.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-26,16.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-27,15.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-28,13.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-29,14.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-30,15.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-05-31,16.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-01,16.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-02,17.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-03,19.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-04,18.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-05,14.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-06,14.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-07,16.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-08,17.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-09,14.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-10,13.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-11,13.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-12,17.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-13,16.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-14,17.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-15,21.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-16,17.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-17,15.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-18,15.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-19,15.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-20,16.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-21,19.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-22,19.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-23,18.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-24,13.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-25,10.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-26,11.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-27,12.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-28,12.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-29,11.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-06-30,10.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-01,9.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-02,10.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-03,12.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-04,11.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-05,10.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-06,11.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-07,12.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-08,15.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-09,14.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-10,9.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-11,11.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-12,12.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-13,10.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-14,12.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-15,14.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-16,16.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-17,15.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-18,12.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-19,12.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-20,13.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-21,13.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-22,14.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-23,13.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-24,13.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-25,13.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-26,14.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-27,13.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-28,12.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-29,12.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-30,12.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-07-31,12.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-01,14.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-02,15.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-03,15.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-04,17.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-05,16.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-06,16.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-07,15.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-08,14.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-09,12.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-10,12.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-11,15.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-12,19.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-13,14.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-14,12.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-15,15.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-16,17.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-17,15.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-18,12.6,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-19,12.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-20,13.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-21,13.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-22,12.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-23,12.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-24,15.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-25,14.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-26,14.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-27,18.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-28,19.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-29,24.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-30,22.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-08-31,20.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-01,14.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-02,11.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-03,11.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-04,12.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-05,14.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-06,16.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-07,18.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-08,16.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-09,14.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-10,16.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-11,20.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-12,15.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-13,14.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-14,16.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-15,16.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-16,17.7,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-17,16.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-18,14.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-19,15.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-20,16.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-21,17.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-22,18.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-23,19.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-24,21.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-25,21.8,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-26,25.2,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-27,26.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-28,25.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-29,25.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-09-30,26.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-01,23.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-02,21.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-03,21.1,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-04,22.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-05,26.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-06,24.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-07,23.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-08,23.4,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-09,25.5,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-10,25.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-11,22.3,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-12,23.9,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
2010-10-13,22.0,7045,Meekatharra,26.61 °S,118.54 °E,Meekatharra,WA
