date,mean temperature (degC)
2008-01-01,19.485714285714288
2008-01-02,17.557142857142857
2008-01-03,16.742857142857144
2008-01-04,18.62857142857143
2008-01-05,22.342857142857145
2008-01-06,20.442857142857143
2008-01-07,16.942857142857143
2008-01-08,17.814285714285713
2008-01-09,17.757142857142856
2008-01-10,21.8
2008-01-11,22.357142857142858
2008-01-12,16.54285714285714
2008-01-13,15.571428571428571
2008-01-14,14.7
2008-01-15,15.828571428571427
2008-01-16,16.17142857142857
2008-01-17,15.314285714285715
2008-01-18,17.766666666666666
2008-01-19,18.7
2008-01-20,17.342857142857145
2008-01-21,12.428571428571429
2008-01-22,14.014285714285714
2008-01-23,15.328571428571427
2008-01-24,16.62857142857143
2008-01-25,17.642857142857142
2008-01-26,18.842857142857145
2008-01-27,19.5
2008-01-28,16.885714285714286
2008-01-29,17.942857142857143
2008-01-30,17.3
2008-01-31,15.9
2008-02-01,14.514285714285716
2008-02-02,17.02857142857143
2008-02-03,16.6
2008-02-04,18.785714285714285
2008-02-05,18.428571428571427
2008-02-06,19.02857142857143
2008-02-07,14.114285714285714
2008-02-08,12.457142857142857
2008-02-09,12.685714285714285
2008-02-10,14.042857142857143
2008-02-11,15.614285714285716
2008-02-12,15.714285714285714
2008-02-13,12.5
2008-02-14,15.657142857142857
2008-02-15,15.342857142857143
2008-02-16,17.1
2008-02-17,18.142857142857142
2008-02-18,19.542857142857144
2008-02-19,20.542857142857144
2008-02-20,16.857142857142858
2008-02-21,15.428571428571429
2008-02-22,15.585714285714287
2008-02-23,13.814285714285715
2008-02-24,11.571428571428571
2008-02-25,14.1
2008-02-26,14.528571428571428
2008-02-27,14.057142857142859
2008-02-28,11.357142857142858
2008-02-29,11.085714285714285
2008-03-01,12.714285714285714
2008-03-02,15.071428571428571
2008-03-03,15.657142857142857
2008-03-04,15.799999999999999
2008-03-05,14.22857142857143
2008-03-06,16.585714285714285
2008-03-07,15.757142857142856
2008-03-08,15.028571428571427
2008-03-09,18.085714285714285
2008-03-10,20.414285714285715
2008-03-11,15.742857142857144
2008-03-12,16.771428571428572
2008-03-13,17.914285714285715
2008-03-14,22.900000000000002
2008-03-15,16.228571428571428
2008-03-16,20.75714285714286
2008-03-17,21.62857142857143
2008-03-18,20.485714285714288
2008-03-19,14.028571428571428
2008-03-20,13.785714285714286
2008-03-21,10.571428571428571
2008-03-22,13.771428571428572
2008-03-23,15.542857142857144
2008-03-24,18.04285714285714
2008-03-25,19.042857142857144
2008-03-26,13.3
2008-03-27,9.799999999999999
2008-03-28,10.12857142857143
2008-03-29,10.928571428571429
2008-03-30,11.571428571428571
2008-03-31,10.571428571428571
2008-04-01,11.971428571428572
2008-04-02,14.957142857142857
2008-04-03,10.271428571428572
2008-04-04,12.87142857142857
2008-04-05,14.1
2008-04-06,11.471428571428572
2008-04-07,12.685714285714285
2008-04-08,13.714285714285714
2008-04-09,16.22857142857143
2008-04-10,13.771428571428572
2008-04-11,12.814285714285715
2008-04-12,14.785714285714286
2008-04-13,11.814285714285715
2008-04-14,12.37142857142857
2008-04-15,12.185714285714285
2008-04-16,13.0
2008-04-17,12.928571428571429
2008-04-18,11.814285714285715
2008-04-19,12.557142857142859
2008-04-20,12.442857142857141
2008-04-21,11.571428571428571
2008-04-22,12.442857142857141
2008-04-23,11.485714285714286
2008-04-24,13.671428571428573
2008-04-25,13.114285714285714
2008-04-26,12.657142857142857
2008-04-27,10.557142857142859
2008-04-28,7.728571428571429
2008-04-29,8.8
2008-04-30,8.985714285714286
2008-05-01,10.585714285714285
2008-05-02,11.857142857142858
2008-05-03,9.814285714285715
2008-05-04,12.142857142857142
2008-05-05,10.457142857142857
2008-05-06,11.242857142857144
2008-05-07,10.87142857142857
2008-05-08,12.157142857142857
2008-05-09,14.62857142857143
2008-05-10,13.200000000000001
2008-05-11,10.6
2008-05-12,10.428571428571429
2008-05-13,10.885714285714286
2008-05-14,12.700000000000001
2008-05-15,11.142857142857142
2008-05-16,12.0
2008-05-17,14.114285714285714
2008-05-18,10.685714285714285
2008-05-19,11.528571428571428
2008-05-20,10.142857142857142
2008-05-21,6.742857142857143
2008-05-22,5.8428571428571425
2008-05-23,7.785714285714286
2008-05-24,8.528571428571428
2008-05-25,9.700000000000001
2008-05-26,9.785714285714286
2008-05-27,10.1
2008-05-28,11.028571428571428
2008-05-29,11.871428571428572
2008-05-30,12.957142857142857
2008-05-31,11.271428571428572
2008-06-01,9.185714285714285
2008-06-02,9.528571428571428
2008-06-03,9.514285714285714
2008-06-04,10.485714285714286
2008-06-05,11.071428571428571
2008-06-06,8.414285714285715
2008-06-07,8.614285714285714
2008-06-08,8.557142857142857
2008-06-09,9.042857142857143
2008-06-10,10.328571428571427
2008-06-11,11.5
2008-06-12,11.516666666666666
2008-06-13,8.571428571428571
2008-06-14,8.157142857142857
2008-06-15,8.3
2008-06-16,6.985714285714286
2008-06-17,7.628571428571429
2008-06-18,9.87142857142857
2008-06-19,10.928571428571429
2008-06-20,9.62857142857143
2008-06-21,8.542857142857143
2008-06-22,7.257142857142857
2008-06-23,8.085714285714285
2008-06-24,8.27142857142857
2008-06-25,10.014285714285714
2008-06-26,8.571428571428571
2008-06-27,9.428571428571429
2008-06-28,10.642857142857142
2008-06-29,12.014285714285714
2008-06-30,12.5
2008-07-01,7.8
2008-07-02,7.5
2008-07-03,7.728571428571429
2008-07-04,5.085714285714286
2008-07-05,5.314285714285715
2008-07-06,6.742857142857143
2008-07-07,9.37142857142857
2008-07-08,10.37142857142857
2008-07-09,7.914285714285714
