date,mean temperature (degC)
2008-01-01,28.692307692307693
2008-01-02,25.53846153846154
2008-01-03,25.46923076923077
2008-01-04,28.153846153846153
2008-01-05,29.741666666666664
2008-01-06,25.60833333333333
2008-01-07,23.708333333333332
2008-01-08,24.55
2008-01-09,26.807692307692307
2008-01-10,30.569230769230767
2008-01-11,26.46923076923077
2008-01-12,21.884615384615383
2008-01-13,22.184615384615384
2008-01-14,21.76153846153846
2008-01-15,24.807692307692307
2008-01-16,23.54615384615385
2008-01-17,22.26923076923077
2008-01-18,23.53076923076923
2008-01-19,25.138461538461538
2008-01-20,24.307692307692307
2008-01-21,22.607692307692307
2008-01-22,23.75
2008-01-23,24.708333333333332
2008-01-24,24.45384615384615
2008-01-25,26.06153846153846
2008-01-26,26.16923076923077
2008-01-27,23.299999999999997
2008-01-28,23.976923076923075
2008-01-29,26.200000000000003
2008-01-30,27.684615384615384
2008-01-31,25.23076923076923
2008-02-01,24.576923076923077
2008-02-02,24.615384615384617
2008-02-03,25.146153846153844
2008-02-04,25.56153846153846
2008-02-05,22.93846153846154
2008-02-06,20.56153846153846
2008-02-07,19.93076923076923
2008-02-08,19.36923076923077
2008-02-09,18.861538461538462
2008-02-10,19.161538461538463
2008-02-11,20.784615384615385
2008-02-12,21.45384615384615
2008-02-13,20.72307692307692
2008-02-14,22.161538461538463
2008-02-15,24.192307692307693
2008-02-16,27.530769230769234
2008-02-17,28.823076923076922
2008-02-18,29.676923076923078
2008-02-19,30.807692307692307
2008-02-20,22.87692307692308
2008-02-21,24.266666666666666
2008-02-22,21.216666666666665
2008-02-23,18.63076923076923
2008-02-24,19.26153846153846
2008-02-25,20.33076923076923
2008-02-26,21.346153846153847
2008-02-27,20.646153846153844
2008-02-28,19.138461538461538
2008-02-29,18.338461538461537
2008-03-01,19.95384615384615
2008-03-02,23.066666666666666
2008-03-03,25.325
2008-03-04,26.53846153846154
2008-03-05,27.623076923076926
2008-03-06,27.153846153846153
2008-03-07,27.192307692307693
2008-03-08,28.66923076923077
2008-03-09,30.058333333333334
2008-03-10,28.59166666666667
2008-03-11,27.525000000000002
2008-03-12,27.483333333333334
2008-03-13,29.758333333333336
2008-03-14,29.816666666666666
2008-03-15,27.976923076923075
2008-03-16,29.476923076923075
2008-03-17,30.853846153846156
2008-03-18,24.353846153846156
2008-03-19,22.66923076923077
2008-03-20,21.123076923076926
2008-03-21,18.43846153846154
2008-03-22,19.16923076923077
2008-03-23,19.823076923076922
2008-03-24,20.633333333333333
2008-03-25,19.541666666666668
2008-03-26,17.316666666666666
2008-03-27,14.407692307692308
2008-03-28,14.791666666666666
2008-03-29,16.041666666666668
2008-03-30,16.541666666666668
2008-03-31,17.508333333333333
2008-04-01,19.981818181818184
2008-04-02,18.775000000000002
2008-04-03,14.583333333333334
2008-04-04,15.807692307692308
2008-04-05,17.758333333333333
2008-04-06,20.708333333333332
2008-04-07,21.833333333333332
2008-04-08,22.041666666666668
2008-04-09,23.125
2008-04-10,20.95
2008-04-11,20.2
2008-04-12,16.941666666666666
2008-04-13,16.133333333333333
2008-04-14,15.541666666666666
2008-04-15,16.266666666666666
2008-04-16,16.900000000000002
2008-04-17,17.333333333333332
2008-04-18,17.633333333333333
2008-04-19,19.0
2008-04-20,20.650000000000002
2008-04-21,20.533333333333335
2008-04-22,19.833333333333332
2008-04-23,19.172727272727272
2008-04-24,19.741666666666667
2008-04-25,18.223076923076924
2008-04-26,15.353846153846153
2008-04-27,12.653846153846153
2008-04-28,12.692307692307692
2008-04-29,14.453846153846154
2008-04-30,16.653846153846153
2008-05-01,17.284615384615385
2008-05-02,15.592307692307692
2008-05-03,16.116666666666667
2008-05-04,17.474999999999998
2008-05-05,17.366666666666667
2008-05-06,16.592307692307692
2008-05-07,16.46923076923077
2008-05-08,15.761538461538462
2008-05-09,15.384615384615385
2008-05-10,14.923076923076923
2008-05-11,15.153846153846153
2008-05-12,15.330769230769231
2008-05-13,15.476923076923075
2008-05-14,16.53846153846154
2008-05-15,15.741666666666667
2008-05-16,13.866666666666667
2008-05-17,12.118181818181819
2008-05-18,14.5
2008-05-19,15.700000000000001
2008-05-20,15.03076923076923
2008-05-21,14.158333333333333
2008-05-22,14.200000000000001
2008-05-23,13.884615384615385
2008-05-24,14.746153846153845
2008-05-25,16.284615384615385
2008-05-26,15.569230769230767
2008-05-27,13.838461538461539
2008-05-28,12.715384615384616
2008-05-29,14.3
2008-05-30,15.461538461538462
2008-05-31,14.646153846153847
2008-06-01,13.823076923076922
2008-06-02,13.876923076923077
2008-06-03,13.861538461538462
2008-06-04,13.592307692307692
2008-06-05,13.723076923076924
2008-06-06,13.515384615384615
2008-06-07,13.166666666666666
2008-06-08,12.430769230769231
2008-06-09,13.2
2008-06-10,14.192307692307692
2008-06-11,14.653846153846153
2008-06-12,14.384615384615385
2008-06-13,12.446153846153846
2008-06-14,11.553846153846154
2008-06-15,11.053846153846154
2008-06-16,11.284615384615384
2008-06-17,12.684615384615386
2008-06-18,12.938461538461537
2008-06-19,11.953846153846154
2008-06-20,11.176923076923078
2008-06-21,12.458333333333334
2008-06-22,12.033333333333333
2008-06-23,11.63846153846154
2008-06-24,11.953846153846154
2008-06-25,12.453846153846154
2008-06-26,12.661538461538461
2008-06-27,11.930769230769231
2008-06-28,13.183333333333332
2008-06-29,15.033333333333333
2008-06-30,13.053846153846154
2008-07-01,12.669230769230769
2008-07-02,13.353846153846153
2008-07-03,12.423076923076923
2008-07-04,12.169230769230769
2008-07-05,13.183333333333332
2008-07-06,13.15
